ID,INITIAL,GOAL,BEBAN MUATAN (TON),REWARD,JENIS
782,Kabupaten Banyuwangi,Kabupaten Sumenep,25,2032500,PADAT
783,Kabupaten Banyuwangi,Kabupaten Sumenep,15,1682500,CAIR
784,Kota Mojokerto,Kabupaten Pacitan,25,1467500,GAS
785,Kota Mojokerto,Kabupaten Pacitan,30,1642500,PADAT
786,Kota Mojokerto,Kabupaten Pacitan,15,1117500,CAIR
787,Kota Mojokerto,Kabupaten Ponorogo,25,1260000,GAS
788,Kota Mojokerto,Kabupaten Ponorogo,30,1435000,PADAT
789,Kota Mojokerto,Kabupaten Ponorogo,15,910000,CAIR
790,Kota Mojokerto,Kabupaten Trenggalek,25,1220000,GAS
791,Kota Mojokerto,Kabupaten Trenggalek,15,870000,PADAT
792,Kota Mojokerto,Kabupaten Trenggalek,25,1220000,CAIR
793,Kota Mojokerto,Kabupaten Tulungagung,30,1372500,GAS
794,Kota Mojokerto,Kabupaten Tulungagung,15,847500,PADAT
795,Kota Mojokerto,Kabupaten Tulungagung,25,1197500,CAIR
796,Kota Mojokerto,Kabupaten Kediri,30,1295000,GAS
797,Kota Mojokerto,Kabupaten Kediri,15,770000,PADAT
798,Kota Mojokerto,Kabupaten Kediri,25,1120000,CAIR
799,Kota Mojokerto,Kabupaten Lumajang,30,1400000,GAS
800,Kota Mojokerto,Kabupaten Lumajang,15,875000,PADAT
801,Kota Mojokerto,Kabupaten Lumajang,25,1225000,CAIR
802,Kota Mojokerto,Kabupaten Jember,15,1000000,GAS
803,Kota Mojokerto,Kabupaten Jember,25,1350000,PADAT
804,Kota Mojokerto,Kabupaten Jember,30,1525000,CAIR
805,Kota Mojokerto,Kabupaten Banyuwangi,15,1242500,GAS
806,Kota Mojokerto,Kabupaten Banyuwangi,25,1592500,PADAT
807,Kota Mojokerto,Kabupaten Banyuwangi,30,1767500,CAIR
808,Kota Mojokerto,Kabupaten Situbondo,15,1002500,GAS
809,Kota Mojokerto,Kabupaten Situbondo,25,1352500,PADAT
810,Kota Mojokerto,Kabupaten Situbondo,15,1002500,CAIR
811,Kota Mojokerto,Kabupaten Bondowoso,25,1345000,GAS
812,Kota Mojokerto,Kabupaten Bondowoso,30,1520000,PADAT
813,Kota Mojokerto,Kabupaten Bondowoso,15,995000,CAIR
814,Kota Mojokerto,Kota Probolinggo,25,1120000,GAS
815,Kota Mojokerto,Kota Probolinggo,30,1295000,PADAT
816,Kota Mojokerto,Kota Probolinggo,25,1120000,CAIR
817,Kota Mojokerto,Kota Pasuruan,30,1205000,GAS
818,Kota Mojokerto,Kota Pasuruan,15,680000,PADAT
819,Kota Mojokerto,Kota Pasuruan,25,1030000,CAIR
820,Kota Mojokerto,Kabupaten Sidoarjo,30,1142500,GAS
821,Kota Mojokerto,Kabupaten Sidoarjo,15,617500,PADAT
822,Kota Mojokerto,Kabupaten Sidoarjo,25,967500,CAIR
823,Kota Mojokerto,Kabupaten Jombang,30,1132500,GAS
824,Kota Mojokerto,Kabupaten Jombang,25,957500,PADAT
825,Kota Mojokerto,Kabupaten Jombang,30,1132500,CAIR
826,Kota Mojokerto,Kabupaten Nganjuk,15,715000,GAS
827,Kota Mojokerto,Kabupaten Nganjuk,15,715000,PADAT
828,Kota Mojokerto,Kabupaten Nganjuk,25,1065000,CAIR
829,Kota Mojokerto,Kota Madiun,30,1362500,GAS
830,Kota Mojokerto,Kota Madiun,15,837500,PADAT
831,Kota Mojokerto,Kota Madiun,25,1187500,CAIR
832,Kota Mojokerto,Kabupaten Magetan,30,1415000,GAS
833,Kota Mojokerto,Kabupaten Magetan,15,890000,PADAT
834,Kota Mojokerto,Kabupaten Magetan,25,1240000,CAIR
835,Kota Mojokerto,Kabupaten Ngawi,30,1440000,GAS
836,Kota Mojokerto,Kabupaten Ngawi,25,1265000,PADAT
837,Kota Mojokerto,Kabupaten Ngawi,30,1440000,CAIR
838,Kota Mojokerto,Kabupaten Bojonegoro,15,895000,GAS
839,Kota Mojokerto,Kabupaten Bojonegoro,25,1245000,PADAT
840,Kota Mojokerto,Kabupaten Bojonegoro,30,1420000,CAIR
841,Kota Mojokerto,Kabupaten Tuban,15,842500,GAS
842,Kota Mojokerto,Kabupaten Tuban,15,842500,PADAT
843,Kota Mojokerto,Kabupaten Tuban,25,1192500,CAIR
844,Kota Mojokerto,Kabupaten Lamongan,30,1250000,GAS
845,Kota Mojokerto,Kabupaten Lamongan,30,1250000,PADAT
846,Kota Mojokerto,Kabupaten Lamongan,15,725000,CAIR
847,Kota Mojokerto,Kabupaten Gresik,25,1040000,GAS
848,Kota Mojokerto,Kabupaten Gresik,30,1215000,PADAT
849,Kota Mojokerto,Kabupaten Gresik,15,690000,CAIR
850,Kota Mojokerto,Kabupaten Bangkalan,25,1112500,GAS
851,Kota Mojokerto,Kabupaten Bangkalan,30,1287500,PADAT
852,Kota Mojokerto,Kabupaten Bangkalan,30,1287500,CAIR
853,Kota Mojokerto,Kabupaten Sampang,15,887500,GAS
854,Kota Mojokerto,Kabupaten Sampang,25,1237500,PADAT
855,Kota Mojokerto,Kabupaten Sampang,42,1832500,CAIR
856,Kota Mojokerto,Kabupaten Pamekasan,32,1557500,GAS
857,Kota Mojokerto,Kabupaten Pamekasan,25,1312500,PADAT
858,Kota Mojokerto,Kabupaten Pamekasan,33,1592500,CAIR
859,Kota Mojokerto,Kabupaten Sumenep,21,1307500,GAS
860,Kota Mojokerto,Kabupaten Sumenep,25,1447500,PADAT
861,Kota Mojokerto,Kabupaten Sumenep,30,1622500,CAIR
862,Kota Mojokerto,Kota Surabaya,15,685000,GAS
863,Kota Mojokerto,Kota Surabaya,24,1000000,PADAT
864,Kota Mojokerto,Kota Surabaya,30,1210000,CAIR
865,Kota Mojokerto,Kota Blitar,26,1255000,GAS
866,Kota Mojokerto,Kota Blitar,45,1920000,PADAT
867,Kota Mojokerto,Kota Blitar,30,1395000,CAIR
868,Kota Mojokerto,Kota Malang,27,1160000,GAS
869,Kota Mojokerto,Kota Malang,25,1090000,PADAT
870,Kota Mojokerto,Kota Malang,28,1195000,CAIR
871,Kabupaten Jombang,Kabupaten Pacitan,15,1007500,GAS
872,Kabupaten Jombang,Kabupaten Pacitan,25,1357500,PADAT
873,Kabupaten Jombang,Kabupaten Pacitan,26,1392500,CAIR
874,Kabupaten Jombang,Kabupaten Ponorogo,45,1880000,GAS
875,Kabupaten Jombang,Kabupaten Ponorogo,25,1180000,PADAT
876,Kabupaten Jombang,Kabupaten Ponorogo,25,1180000,CAIR
877,Kabupaten Jombang,Kabupaten Trenggalek,30,1302500,GAS
878,Kabupaten Jombang,Kabupaten Trenggalek,15,777500,PADAT
879,Kabupaten Jombang,Kabupaten Trenggalek,25,1127500,CAIR
880,Kabupaten Jombang,Kabupaten Tulungagung,15,725000,GAS
881,Kabupaten Jombang,Kabupaten Tulungagung,15,725000,PADAT
882,Kabupaten Jombang,Kabupaten Tulungagung,25,1075000,CAIR
883,Kabupaten Jombang,Kabupaten Kediri,30,1172500,GAS
884,Kabupaten Jombang,Kabupaten Kediri,15,647500,PADAT
885,Kabupaten Jombang,Kabupaten Kediri,25,997500,CAIR
886,Kabupaten Jombang,Kabupaten Lumajang,30,1552500,GAS
887,Kabupaten Jombang,Kabupaten Lumajang,15,1027500,PADAT
888,Kabupaten Jombang,Kabupaten Lumajang,25,1377500,CAIR
889,Kabupaten Jombang,Kabupaten Jember,15,1155000,GAS
890,Kabupaten Jombang,Kabupaten Jember,25,1505000,PADAT
891,Kabupaten Jombang,Kabupaten Jember,20,1330000,CAIR
892,Kabupaten Jombang,Kabupaten Banyuwangi,15,1425000,GAS
893,Kabupaten Jombang,Kabupaten Banyuwangi,21,1635000,PADAT
894,Kabupaten Jombang,Kabupaten Banyuwangi,30,1950000,CAIR
895,Kabupaten Jombang,Kabupaten Situbondo,24,1502500,GAS
896,Kabupaten Jombang,Kabupaten Situbondo,25,1537500,PADAT
897,Kabupaten Jombang,Kabupaten Situbondo,15,1187500,CAIR
898,Kabupaten Jombang,Kabupaten Bondowoso,23,1460000,GAS
899,Kabupaten Jombang,Kabupaten Bondowoso,30,1705000,PADAT
900,Kabupaten Jombang,Kabupaten Bondowoso,15,1180000,CAIR
901,Kabupaten Jombang,Kota Probolinggo,25,1275000,GAS
902,Kabupaten Jombang,Kota Probolinggo,14,890000,PADAT
903,Kabupaten Jombang,Kota Probolinggo,25,1275000,CAIR
904,Kabupaten Jombang,Kota Pasuruan,30,1357500,GAS
905,Kabupaten Jombang,Kota Pasuruan,15,832500,PADAT
906,Kabupaten Jombang,Kota Pasuruan,25,1182500,CAIR
907,Kabupaten Jombang,Kabupaten Sidoarjo,30,1247500,GAS
908,Kabupaten Jombang,Kabupaten Sidoarjo,30,1247500,PADAT
909,Kabupaten Jombang,Kabupaten Sidoarjo,15,722500,CAIR
910,Kabupaten Jombang,Kota Mojokerto,24,930000,GAS
911,Kabupaten Jombang,Kota Mojokerto,30,1140000,PADAT
912,Kabupaten Jombang,Kota Mojokerto,15,615000,CAIR
913,Kabupaten Jombang,Kabupaten Nganjuk,24,947500,GAS
914,Kabupaten Jombang,Kabupaten Nganjuk,25,982500,PADAT
915,Kabupaten Jombang,Kabupaten Nganjuk,30,1157500,CAIR
916,Kabupaten Jombang,Kota Madiun,25,1110000,GAS
917,Kabupaten Jombang,Kota Madiun,15,760000,PADAT
918,Kabupaten Jombang,Kota Madiun,46,1845000,CAIR
919,Kabupaten Jombang,Kabupaten Magetan,30,1345000,GAS
920,Kabupaten Jombang,Kabupaten Magetan,15,820000,PADAT
921,Kabupaten Jombang,Kabupaten Magetan,30,1345000,CAIR
922,Kabupaten Jombang,Kabupaten Ngawi,15,802500,GAS
923,Kabupaten Jombang,Kabupaten Ngawi,25,1152500,PADAT
924,Kabupaten Jombang,Kabupaten Ngawi,30,1327500,CAIR
925,Kabupaten Jombang,Kabupaten Bojonegoro,25,1132500,GAS
926,Kabupaten Jombang,Kabupaten Bojonegoro,25,1132500,PADAT
927,Kabupaten Jombang,Kabupaten Bojonegoro,32,1377500,CAIR
928,Kabupaten Jombang,Kabupaten Tuban,19,880000,GAS
929,Kabupaten Jombang,Kabupaten Tuban,24,1055000,PADAT
930,Kabupaten Jombang,Kabupaten Tuban,30,1265000,CAIR
931,Kabupaten Jombang,Kabupaten Lamongan,26,1097500,GAS
932,Kabupaten Jombang,Kabupaten Lamongan,45,1762500,PADAT
933,Kabupaten Jombang,Kabupaten Lamongan,30,1237500,CAIR
934,Kabupaten Jombang,Kabupaten Gresik,25,1107500,GAS
935,Kabupaten Jombang,Kabupaten Gresik,26,1142500,PADAT
936,Kabupaten Jombang,Kabupaten Gresik,45,1807500,CAIR
937,Kabupaten Jombang,Kabupaten Bangkalan,18,907500,GAS
938,Kabupaten Jombang,Kabupaten Bangkalan,26,1187500,PADAT
939,Kabupaten Jombang,Kabupaten Bangkalan,20,977500,CAIR
940,Kabupaten Jombang,Kabupaten Sampang,30,1447500,GAS
941,Kabupaten Jombang,Kabupaten Sampang,45,1972500,PADAT
942,Kabupaten Jombang,Kabupaten Sampang,30,1447500,CAIR
943,Kabupaten Jombang,Kabupaten Pamekasan,27,1422500,GAS
944,Kabupaten Jombang,Kabupaten Pamekasan,25,1352500,PADAT
945,Kabupaten Jombang,Kabupaten Pamekasan,25,1352500,CAIR
946,Kabupaten Jombang,Kabupaten Sumenep,30,1662500,GAS
947,Kabupaten Jombang,Kabupaten Sumenep,15,1137500,PADAT
948,Kabupaten Jombang,Kabupaten Sumenep,24,1452500,CAIR
949,Kabupaten Jombang,Kota Surabaya,30,1247500,GAS
950,Kabupaten Jombang,Kota Surabaya,26,1107500,PADAT
951,Kabupaten Jombang,Kota Surabaya,45,1772500,CAIR
952,Kabupaten Jombang,Kota Blitar,30,1242500,GAS
953,Kabupaten Jombang,Kota Blitar,45,1767500,PADAT
954,Kabupaten Jombang,Kota Blitar,30,1242500,CAIR
955,Kabupaten Jombang,Kota Malang,27,1260000,GAS
956,Kabupaten Jombang,Kota Malang,25,1190000,PADAT
957,Kabupaten Jombang,Kota Malang,28,1295000,CAIR
958,Kabupaten Nganjuk,Kabupaten Pacitan,25,1292500,GAS
959,Kabupaten Nganjuk,Kabupaten Pacitan,30,1467500,PADAT
960,Kabupaten Nganjuk,Kabupaten Pacitan,25,1292500,CAIR
961,Kabupaten Nganjuk,Kabupaten Ponorogo,27,1165000,GAS
962,Kabupaten Nganjuk,Kabupaten Ponorogo,25,1095000,PADAT
963,Kabupaten Nganjuk,Kabupaten Ponorogo,25,1095000,CAIR
964,Kabupaten Nganjuk,Kabupaten Trenggalek,30,1267500,GAS
965,Kabupaten Nganjuk,Kabupaten Trenggalek,15,742500,PADAT
966,Kabupaten Nganjuk,Kabupaten Trenggalek,24,1057500,CAIR
967,Kabupaten Nganjuk,Kabupaten Tulungagung,30,1217500,GAS
968,Kabupaten Nganjuk,Kabupaten Tulungagung,26,1077500,PADAT
969,Kabupaten Nganjuk,Kabupaten Tulungagung,25,1042500,CAIR
970,Kabupaten Nganjuk,Kabupaten Kediri,30,1140000,GAS
971,Kabupaten Nganjuk,Kabupaten Kediri,15,615000,PADAT
972,Kabupaten Nganjuk,Kabupaten Kediri,25,965000,CAIR
973,Kabupaten Nganjuk,Kabupaten Lumajang,30,1645000,GAS
974,Kabupaten Nganjuk,Kabupaten Lumajang,26,1505000,PADAT
975,Kabupaten Nganjuk,Kabupaten Lumajang,25,1470000,CAIR
976,Kabupaten Nganjuk,Kabupaten Jember,30,1772500,GAS
977,Kabupaten Nganjuk,Kabupaten Jember,15,1247500,PADAT
978,Kabupaten Nganjuk,Kabupaten Jember,25,1597500,CAIR
979,Kabupaten Nganjuk,Kabupaten Banyuwangi,30,2042500,GAS
980,Kabupaten Nganjuk,Kabupaten Banyuwangi,30,2042500,PADAT
981,Kabupaten Nganjuk,Kabupaten Banyuwangi,30,2042500,CAIR
982,Kabupaten Nganjuk,Kabupaten Situbondo,15,1280000,GAS
983,Kabupaten Nganjuk,Kabupaten Situbondo,25,1630000,PADAT
984,Kabupaten Nganjuk,Kabupaten Situbondo,30,1805000,CAIR
985,Kabupaten Nganjuk,Kabupaten Bondowoso,15,1272500,GAS
986,Kabupaten Nganjuk,Kabupaten Bondowoso,25,1622500,PADAT
987,Kabupaten Nganjuk,Kabupaten Bondowoso,42,2217500,CAIR
988,Kabupaten Nganjuk,Kota Probolinggo,32,1612500,GAS
989,Kabupaten Nganjuk,Kota Probolinggo,25,1367500,PADAT
990,Kabupaten Nganjuk,Kota Probolinggo,33,1647500,CAIR
991,Kabupaten Nganjuk,Kota Pasuruan,21,1135000,GAS
992,Kabupaten Nganjuk,Kota Pasuruan,25,1275000,PADAT
993,Kabupaten Nganjuk,Kota Pasuruan,25,1275000,CAIR
994,Kabupaten Nganjuk,Kabupaten Sidoarjo,15,815000,GAS
995,Kabupaten Nganjuk,Kabupaten Sidoarjo,25,1165000,PADAT
996,Kabupaten Nganjuk,Kabupaten Sidoarjo,30,1340000,CAIR
997,Kabupaten Nganjuk,Kabupaten Jombang,15,640000,GAS
998,Kabupaten Nganjuk,Kabupaten Jombang,25,990000,PADAT
999,Kabupaten Nganjuk,Kabupaten Jombang,30,1165000,CAIR
1000,Kabupaten Nganjuk,Kota Mojokerto,15,707500,GAS
1001,Kabupaten Nganjuk,Kota Mojokerto,15,707500,PADAT
1002,Kabupaten Nganjuk,Kota Mojokerto,25,1057500,CAIR
1003,Kabupaten Nganjuk,Kota Madiun,30,1197500,GAS
1004,Kabupaten Nganjuk,Kota Madiun,15,672500,PADAT
1005,Kabupaten Nganjuk,Kota Madiun,25,1022500,CAIR
1006,Kabupaten Nganjuk,Kabupaten Magetan,15,735000,GAS
1007,Kabupaten Nganjuk,Kabupaten Magetan,25,1085000,PADAT
1008,Kabupaten Nganjuk,Kabupaten Magetan,30,1260000,CAIR
1009,Kabupaten Nganjuk,Kabupaten Ngawi,15,717500,GAS
1010,Kabupaten Nganjuk,Kabupaten Ngawi,25,1067500,PADAT
1011,Kabupaten Nganjuk,Kabupaten Ngawi,30,1242500,CAIR
1012,Kabupaten Nganjuk,Kabupaten Bojonegoro,30,1215000,GAS
1013,Kabupaten Nganjuk,Kabupaten Bojonegoro,15,690000,PADAT
1014,Kabupaten Nganjuk,Kabupaten Bojonegoro,30,1215000,CAIR
1015,Kabupaten Nganjuk,Kabupaten Tuban,15,840000,GAS
1016,Kabupaten Nganjuk,Kabupaten Tuban,15,840000,PADAT
1017,Kabupaten Nganjuk,Kabupaten Tuban,25,1190000,CAIR
1018,Kabupaten Nganjuk,Kabupaten Lamongan,30,1330000,GAS
1019,Kabupaten Nganjuk,Kabupaten Lamongan,30,1330000,PADAT
1020,Kabupaten Nganjuk,Kabupaten Lamongan,15,805000,CAIR
1021,Kabupaten Nganjuk,Kabupaten Gresik,25,1200000,GAS
1022,Kabupaten Nganjuk,Kabupaten Gresik,30,1375000,PADAT
1023,Kabupaten Nganjuk,Kabupaten Gresik,15,850000,CAIR
1024,Kabupaten Nganjuk,Kabupaten Bangkalan,25,1245000,GAS
1025,Kabupaten Nganjuk,Kabupaten Bangkalan,30,1420000,PADAT
1026,Kabupaten Nganjuk,Kabupaten Bangkalan,30,1420000,CAIR
1027,Kabupaten Nganjuk,Kabupaten Sampang,15,1015000,GAS
1028,Kabupaten Nganjuk,Kabupaten Sampang,25,1365000,PADAT
1029,Kabupaten Nganjuk,Kabupaten Sampang,42,1960000,CAIR
1030,Kabupaten Nganjuk,Kabupaten Pamekasan,32,1690000,GAS
1031,Kabupaten Nganjuk,Kabupaten Pamekasan,25,1445000,PADAT
1032,Kabupaten Nganjuk,Kabupaten Pamekasan,33,1725000,CAIR
1033,Kabupaten Nganjuk,Kabupaten Sumenep,21,1437500,GAS
1034,Kabupaten Nganjuk,Kabupaten Sumenep,25,1577500,PADAT
1035,Kabupaten Nganjuk,Kabupaten Sumenep,30,1752500,CAIR
1036,Kabupaten Nganjuk,Kota Surabaya,15,815000,GAS
1037,Kabupaten Nganjuk,Kota Surabaya,24,1130000,PADAT
1038,Kabupaten Nganjuk,Kota Surabaya,25,1165000,CAIR
1039,Kabupaten Nganjuk,Kota Blitar,30,1242500,GAS
1040,Kabupaten Nganjuk,Kota Blitar,15,717500,PADAT
1041,Kabupaten Nganjuk,Kota Blitar,25,1067500,CAIR
1042,Kabupaten Nganjuk,Kota Malang,15,947500,GAS
1043,Kabupaten Nganjuk,Kota Malang,42,1892500,PADAT
1044,Kabupaten Nganjuk,Kota Malang,32,1542500,CAIR
1045,Kota Madiun,Kabupaten Pacitan,25,1145000,GAS
1046,Kota Madiun,Kabupaten Pacitan,33,1425000,PADAT
1047,Kota Madiun,Kabupaten Pacitan,21,1005000,CAIR
1048,Kota Madiun,Kabupaten Ponorogo,25,947500,GAS
1049,Kota Madiun,Kabupaten Ponorogo,30,1122500,PADAT
1050,Kota Madiun,Kabupaten Ponorogo,15,597500,CAIR
1051,Kota Madiun,Kabupaten Trenggalek,24,1020000,GAS
1052,Kota Madiun,Kabupaten Trenggalek,30,1230000,PADAT
1053,Kota Madiun,Kabupaten Trenggalek,26,1090000,CAIR
1054,Kota Madiun,Kabupaten Tulungagung,45,1885000,GAS
1055,Kota Madiun,Kabupaten Tulungagung,30,1360000,PADAT
1056,Kota Madiun,Kabupaten Tulungagung,27,1255000,CAIR
1057,Kota Madiun,Kabupaten Kediri,30,1282500,GAS
1058,Kota Madiun,Kabupaten Kediri,15,757500,PADAT
1059,Kota Madiun,Kabupaten Kediri,25,1107500,CAIR
1060,Kota Madiun,Kabupaten Lumajang,30,1765000,GAS
1061,Kota Madiun,Kabupaten Lumajang,30,1765000,PADAT
1062,Kota Madiun,Kabupaten Lumajang,27,1660000,CAIR
1063,Kota Madiun,Kabupaten Jember,30,1895000,GAS
1064,Kota Madiun,Kabupaten Jember,15,1370000,PADAT
1065,Kota Madiun,Kabupaten Jember,25,1720000,CAIR
1066,Kota Madiun,Kabupaten Banyuwangi,30,2165000,GAS
1067,Kota Madiun,Kabupaten Banyuwangi,26,2025000,PADAT
1068,Kota Madiun,Kabupaten Banyuwangi,45,2690000,CAIR
1069,Kota Madiun,Kabupaten Situbondo,15,1402500,GAS
1070,Kota Madiun,Kabupaten Situbondo,25,1752500,PADAT
1071,Kota Madiun,Kabupaten Situbondo,30,1927500,CAIR
1072,Kota Madiun,Kabupaten Bondowoso,30,1917500,GAS
1073,Kota Madiun,Kabupaten Bondowoso,27,1812500,PADAT
1074,Kota Madiun,Kabupaten Bondowoso,30,1917500,CAIR
1075,Kota Madiun,Kota Probolinggo,15,1137500,GAS
1076,Kota Madiun,Kota Probolinggo,30,1662500,PADAT
1077,Kota Madiun,Kota Probolinggo,26,1522500,CAIR
1078,Kota Madiun,Kota Pasuruan,45,2135000,GAS
1079,Kota Madiun,Kota Pasuruan,30,1610000,PADAT
1080,Kota Madiun,Kota Pasuruan,27,1505000,CAIR
1081,Kota Madiun,Kabupaten Sidoarjo,30,1462500,GAS
1082,Kota Madiun,Kabupaten Sidoarjo,15,937500,PADAT
1083,Kota Madiun,Kabupaten Sidoarjo,25,1287500,CAIR
1084,Kota Madiun,Kabupaten Jombang,15,760000,GAS
1085,Kota Madiun,Kabupaten Jombang,30,1285000,PADAT
1086,Kota Madiun,Kabupaten Jombang,26,1145000,CAIR
1087,Kota Madiun,Kota Mojokerto,45,1880000,GAS
1088,Kota Madiun,Kota Mojokerto,30,1355000,PADAT
1089,Kota Madiun,Kota Mojokerto,27,1250000,CAIR
1090,Kota Madiun,Kabupaten Nganjuk,30,1200000,GAS
1091,Kota Madiun,Kabupaten Nganjuk,15,675000,PADAT
1092,Kota Madiun,Kabupaten Nganjuk,25,1025000,CAIR
1093,Kota Madiun,Kabupaten Magetan,30,1120000,GAS
1094,Kota Madiun,Kabupaten Magetan,15,595000,PADAT
1095,Kota Madiun,Kabupaten Magetan,25,945000,CAIR
1096,Kota Madiun,Kabupaten Ngawi,30,1147500,GAS
1097,Kota Madiun,Kabupaten Ngawi,25,972500,PADAT
1098,Kota Madiun,Kabupaten Ngawi,30,1147500,CAIR
1099,Kota Madiun,Kabupaten Bojonegoro,15,807500,GAS
1100,Kota Madiun,Kabupaten Bojonegoro,25,1157500,PADAT
1101,Kota Madiun,Kabupaten Bojonegoro,30,1332500,CAIR
1102,Kota Madiun,Kabupaten Tuban,15,960000,GAS
1103,Kota Madiun,Kabupaten Tuban,25,1310000,PADAT
1104,Kota Madiun,Kabupaten Tuban,15,960000,CAIR
1105,Kota Madiun,Kabupaten Lamongan,30,1452500,GAS
1106,Kota Madiun,Kabupaten Lamongan,30,1452500,PADAT
1107,Kota Madiun,Kabupaten Lamongan,15,927500,CAIR
1108,Kota Madiun,Kabupaten Gresik,25,1322500,GAS
1109,Kota Madiun,Kabupaten Gresik,30,1497500,PADAT
1110,Kota Madiun,Kabupaten Gresik,15,972500,CAIR
1111,Kota Madiun,Kabupaten Bangkalan,25,1367500,GAS
1112,Kota Madiun,Kabupaten Bangkalan,15,1017500,PADAT
1113,Kota Madiun,Kabupaten Bangkalan,30,1542500,CAIR
1114,Kota Madiun,Kabupaten Sampang,26,1522500,GAS
1115,Kota Madiun,Kabupaten Sampang,45,2187500,PADAT
1116,Kota Madiun,Kabupaten Sampang,30,1662500,CAIR
1117,Kota Madiun,Kabupaten Pamekasan,27,1637500,GAS
1118,Kota Madiun,Kabupaten Pamekasan,30,1742500,PADAT
1119,Kota Madiun,Kabupaten Pamekasan,33,1847500,CAIR
1120,Kota Madiun,Kabupaten Sumenep,21,1560000,GAS
1121,Kota Madiun,Kabupaten Sumenep,25,1700000,PADAT
1122,Kota Madiun,Kabupaten Sumenep,30,1875000,CAIR
1123,Kota Madiun,Kota Surabaya,15,937500,GAS
1124,Kota Madiun,Kota Surabaya,24,1252500,PADAT
1125,Kota Madiun,Kota Surabaya,30,1462500,CAIR
1126,Kota Madiun,Kota Blitar,25,1210000,GAS
1127,Kota Madiun,Kota Blitar,30,1385000,PADAT
1128,Kota Madiun,Kota Blitar,15,860000,CAIR
1129,Kota Madiun,Kota Malang,25,1460000,GAS
1130,Kota Madiun,Kota Malang,15,1110000,PADAT
1131,Kota Madiun,Kota Malang,24,1425000,CAIR
1132,Kabupaten Magetan,Kabupaten Pacitan,30,1327500,GAS
1133,Kabupaten Magetan,Kabupaten Pacitan,26,1187500,PADAT
1134,Kabupaten Magetan,Kabupaten Pacitan,15,802500,CAIR
1135,Kabupaten Magetan,Kabupaten Ponorogo,25,985000,GAS
1136,Kabupaten Magetan,Kabupaten Ponorogo,30,1160000,PADAT
1137,Kabupaten Magetan,Kabupaten Ponorogo,15,635000,CAIR
1138,Kabupaten Magetan,Kabupaten Trenggalek,25,1067500,GAS
1139,Kabupaten Magetan,Kabupaten Trenggalek,15,717500,PADAT
1140,Kabupaten Magetan,Kabupaten Trenggalek,25,1067500,CAIR
1141,Kabupaten Magetan,Kabupaten Tulungagung,30,1332500,GAS
1142,Kabupaten Magetan,Kabupaten Tulungagung,15,807500,PADAT
1143,Kabupaten Magetan,Kabupaten Tulungagung,25,1157500,CAIR
1144,Kabupaten Magetan,Kabupaten Kediri,15,820000,GAS
1145,Kabupaten Magetan,Kabupaten Kediri,24,1135000,PADAT
1146,Kabupaten Magetan,Kabupaten Kediri,30,1345000,CAIR
1147,Kabupaten Magetan,Kabupaten Lumajang,26,1687500,GAS
1148,Kabupaten Magetan,Kabupaten Lumajang,45,2352500,PADAT
1149,Kabupaten Magetan,Kabupaten Lumajang,30,1827500,CAIR
1150,Kabupaten Magetan,Kabupaten Jember,27,1850000,GAS
1151,Kabupaten Magetan,Kabupaten Jember,25,1780000,PADAT
1152,Kabupaten Magetan,Kabupaten Jember,30,1955000,CAIR
1153,Kabupaten Magetan,Kabupaten Banyuwangi,26,2085000,GAS
1154,Kabupaten Magetan,Kabupaten Banyuwangi,45,2750000,PADAT
1155,Kabupaten Magetan,Kabupaten Banyuwangi,30,2225000,CAIR
1156,Kabupaten Magetan,Kabupaten Situbondo,27,1882500,GAS
1157,Kabupaten Magetan,Kabupaten Situbondo,25,1812500,PADAT
1158,Kabupaten Magetan,Kabupaten Situbondo,25,1812500,CAIR
1159,Kabupaten Magetan,Kabupaten Bondowoso,30,1980000,GAS
1160,Kabupaten Magetan,Kabupaten Bondowoso,15,1455000,PADAT
1161,Kabupaten Magetan,Kabupaten Bondowoso,25,1805000,CAIR
1162,Kabupaten Magetan,Kota Probolinggo,25,1550000,GAS
1163,Kabupaten Magetan,Kota Probolinggo,30,1725000,PADAT
1164,Kabupaten Magetan,Kota Probolinggo,25,1550000,CAIR
1165,Kabupaten Magetan,Kota Pasuruan,30,1632500,GAS
1166,Kabupaten Magetan,Kota Pasuruan,15,1107500,PADAT
1167,Kabupaten Magetan,Kota Pasuruan,25,1457500,CAIR
1168,Kabupaten Magetan,Kabupaten Sidoarjo,30,1522500,GAS
1169,Kabupaten Magetan,Kabupaten Sidoarjo,15,997500,PADAT
1170,Kabupaten Magetan,Kabupaten Sidoarjo,25,1347500,CAIR
1171,Kabupaten Magetan,Kabupaten Jombang,30,1347500,GAS
1172,Kabupaten Magetan,Kabupaten Jombang,25,1172500,PADAT
1173,Kabupaten Magetan,Kabupaten Jombang,26,1207500,CAIR
1174,Kabupaten Magetan,Kota Mojokerto,45,1940000,GAS
1175,Kabupaten Magetan,Kota Mojokerto,30,1415000,PADAT
1176,Kabupaten Magetan,Kota Mojokerto,27,1310000,CAIR
1177,Kabupaten Magetan,Kabupaten Nganjuk,25,1085000,GAS
1178,Kabupaten Magetan,Kabupaten Nganjuk,15,735000,PADAT
1179,Kabupaten Magetan,Kabupaten Nganjuk,25,1085000,CAIR
